code|name|category|featured
HD.HCI.OVRL.MA|Human Capital Index (HCI), Male (scale 0-1)|Public Sector|FALSE
HD.HCI.OVRL.LB.MA|Human Capital Index (HCI), Male, Lower Bound (scale 0-1)|Public Sector|FALSE
HD.HCI.OVRL.UB.MA|Human Capital Index (HCI), Male, Upper Bound (scale 0-1)|Public Sector|FALSE
HD.HCI.OVRL.UB|Human Capital Index (HCI), Upper Bound (scale 0-1)|Public Sector|FALSE
IQ.CPA.IRAI.XQ|IDA resource allocation index (1=low to 6=high)|Public Sector|TRUE
VC.IHR.PSRC.P5|Intentional homicides (per 100,000 people)|Public Sector|TRUE
VC.IHR.PSRC.FE.P5|Intentional homicides, female (per 100,000 female)|Public Sector|FALSE
VC.IHR.PSRC.MA.P5|Intentional homicides, male (per 100,000 male)|Public Sector|FALSE
GC.XPN.INTP.ZS|Interest payments (% of expense)|Public Sector|FALSE
GC.XPN.INTP.RV.ZS|Interest payments (% of revenue)|Public Sector|FALSE
GC.XPN.INTP.CN|Interest payments (current LCU)|Public Sector|FALSE
VC.IDP.NWCV|Internally displaced persons, new displacement associated with conflict and violence (number of cases)|Public Sector|FALSE
VC.IDP.NWDS|Internally displaced persons, new displacement associated with disasters (number of cases)|Public Sector|FALSE
VC.IDP.TOCV|Internally displaced persons, total displaced by conflict and violence (number of people)|Public Sector|FALSE
MS.MIL.XPND.GD.ZS|Military expenditure (% of GDP)|Public Sector|TRUE
MS.MIL.XPND.ZS|Military expenditure (% of general government expenditure)|Public Sector|TRUE
MS.MIL.XPND.CN|Military expenditure (current LCU)|Public Sector|FALSE
MS.MIL.XPND.CD|Military expenditure (current USD)|Public Sector|FALSE
GC.AST.TOTL.GD.ZS|Net acquisition of financial assets (% of GDP)|Public Sector|TRUE
GC.AST.TOTL.CN|Net acquisition of financial assets (current LCU)|Public Sector|FALSE
GC.LBL.TOTL.GD.ZS|Net incurrence of liabilities, total (% of GDP)|Public Sector|TRUE
GC.LBL.TOTL.CN|Net incurrence of liabilities, total (current LCU)|Public Sector|FALSE
GC.NFN.TOTL.GD.ZS|Net investment in nonfinancial assets (% of GDP)|Public Sector|TRUE
GC.NFN.TOTL.CN|Net investment in nonfinancial assets (current LCU)|Public Sector|FALSE
GC.NLD.TOTL.GD.ZS|Net lending (+) / net borrowing (-) (% of GDP)|Public Sector|TRUE
GC.NLD.TOTL.CN|Net lending (+) / net borrowing (-) (current LCU)|Public Sector|FALSE
GC.XPN.OTHR.ZS|Other expense (% of expense)|Public Sector|FALSE
GC.XPN.OTHR.CN|Other expense (current LCU)|Public Sector|FALSE
GC.TAX.OTHR.RV.ZS|Other taxes (% of revenue)|Public Sector|FALSE
GC.TAX.OTHR.CN|Other taxes (current LCU)|Public Sector|FALSE
PV.EST|Political Stability and Absence of Violence/Terrorism: Estimate|Public Sector|FALSE
PV.NO.SRC|Political Stability and Absence of Violence/Terrorism: Number of Sources|Public Sector|FALSE
PV.PER.RNK|Political Stability and Absence of Violence/Terrorism: Percentile Rank|Public Sector|FALSE
PV.PER.RNK.LOWER|Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval|Public Sector|FALSE
PV.PER.RNK.UPPER|Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval|Public Sector|FALSE
PV.STD.ERR|Political Stability and Absence of Violence/Terrorism: Standard Error|Public Sector|FALSE
GF.XPD.BUDG.ZS|Primary government expenditures as a proportion of original approved budget (%)|Public Sector|FALSE
SG.GEN.PARL.ZS|Proportion of seats held by women in national parliaments (%)|Public Sector|TRUE
IC.CRD.PUBL.ZS|Public credit registry coverage (% of adults)|Public Sector|FALSE
RQ.EST|Regulatory Quality: Estimate|Public Sector|FALSE
RQ.NO.SRC|Regulatory Quality: Number of Sources|Public Sector|FALSE
RQ.PER.RNK|Regulatory Quality: Percentile Rank|Public Sector|FALSE
RQ.PER.RNK.LOWER|Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval|Public Sector|FALSE
RQ.PER.RNK.UPPER|Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval|Public Sector|FALSE
RQ.STD.ERR|Regulatory Quality: Standard Error|Public Sector|FALSE
GC.REV.XGRT.GD.ZS|Revenue, excluding grants (% of GDP)|Public Sector|TRUE
GC.REV.XGRT.CN|Revenue, excluding grants (current LCU)|Public Sector|FALSE
RL.EST|Rule of Law: Estimate|Public Sector|FALSE
RL.NO.SRC|Rule of Law: Number of Sources|Public Sector|FALSE
RL.PER.RNK|Rule of Law: Percentile Rank|Public Sector|FALSE
RL.PER.RNK.LOWER|Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval|Public Sector|FALSE
RL.PER.RNK.UPPER|Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval|Public Sector|FALSE
RL.STD.ERR|Rule of Law: Standard Error|Public Sector|FALSE
GC.REV.SOCL.ZS|Social contributions (% of revenue)|Public Sector|FALSE
GC.REV.SOCL.CN|Social contributions (current LCU)|Public Sector|FALSE
IQ.SPI.OVRL|Statistical performance indicators (SPI): Overall score (scale 0-100)|Public Sector|FALSE
IQ.SPI.PIL1|Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100)|Public Sector|FALSE
IQ.SPI.PIL2|Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100)|Public Sector|FALSE
IQ.SPI.PIL3|Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100)|Public Sector|FALSE
IQ.SPI.PIL4|Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100)|Public Sector|FALSE
IQ.SPI.PIL5|Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100)|Public Sector|FALSE
IC.LGL.CRED.XQ|Strength of legal rights index (0=weak to 12=strong)|Public Sector|TRUE
GC.XPN.TRFT.ZS|Subsidies and other transfers (% of expense)|Public Sector|FALSE
GC.XPN.TRFT.CN|Subsidies and other transfers (current LCU)|Public Sector|FALSE
IC.TAX.PAYM|Tax payments (number)|Public Sector|FALSE
GC.TAX.TOTL.GD.ZS|Tax revenue (% of GDP)|Public Sector|TRUE
GC.TAX.TOTL.CN|Tax revenue (current LCU)|Public Sector|FALSE
GC.TAX.EXPT.ZS|Taxes on exports (% of tax revenue)|Public Sector|FALSE
GC.TAX.EXPT.CN|Taxes on exports (current LCU)|Public Sector|FALSE
GC.TAX.GSRV.RV.ZS|Taxes on goods and services (% of revenue)|Public Sector|FALSE
GC.TAX.GSRV.VA.ZS|Taxes on goods and services (% value added of industry and services)|Public Sector|FALSE
GC.TAX.GSRV.CN|Taxes on goods and services (current LCU)|Public Sector|FALSE
GC.TAX.YPKG.RV.ZS|Taxes on income, profits and capital gains (% of revenue)|Public Sector|FALSE
GC.TAX.YPKG.ZS|Taxes on income, profits and capital gains (% of total taxes)|Public Sector|FALSE
GC.TAX.YPKG.CN|Taxes on income, profits and capital gains (current LCU)|Public Sector|FALSE
GC.TAX.INTT.RV.ZS|Taxes on international trade (% of revenue)|Public Sector|FALSE
GC.TAX.INTT.CN|Taxes on international trade (current LCU)|Public Sector|FALSE
IC.TAX.DURS|Time to prepare and pay taxes (hours)|Public Sector|FALSE
IC.TAX.TOTL.CP.ZS|Total tax and contribution rate (% of profit)|Public Sector|TRUE
VA.EST|Voice and Accountability: Estimate|Public Sector|FALSE
VA.NO.SRC|Voice and Accountability: Number of Sources|Public Sector|FALSE
VA.PER.RNK|Voice and Accountability: Percentile Rank|Public Sector|FALSE
VA.PER.RNK.LOWER|Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval|Public Sector|FALSE
VA.PER.RNK.UPPER|Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval|Public Sector|FALSE
VA.STD.ERR|Voice and Accountability: Standard Error|Public Sector|FALSE
BM.GSR.ROYL.CD|Charges for the use of intellectual property, payments (BoP, current US$)|Science & Technology|TRUE
BX.GSR.ROYL.CD|Charges for the use of intellectual property, receipts (BoP, current US$)|Science & Technology|TRUE
TX.VAL.TECH.MF.ZS|High-technology exports (% of manufactured exports)|Science & Technology|TRUE
TX.VAL.TECH.CD|High-technology exports (current US$)|Science & Technology|TRUE
IP.PAT.NRES|Patent applications, nonresidents|Science & Technology|TRUE
IP.PAT.RESD|Patent applications, residents|Science & Technology|TRUE
GB.XPD.RSDV.GD.ZS|Research and development expenditure (% of GDP)|Science & Technology|TRUE
SP.POP.SCIE.RD.P6|Researchers in R&D (per million people)|Science & Technology|TRUE
IP.JRN.ARTC.SC|Scientific and technical journal articles|Science & Technology|TRUE
SP.POP.TECH.RD.P6|Technicians in R&D (per million people)|Science & Technology|TRUE
SP.ADO.TFRT|Adolescent fertility rate (births per 1,000 women ages 15-19)|Social Development|TRUE
SL.TLF.0714.FE.ZS|Children in employment, female (% of female children ages 7-14)|Social Development|TRUE
SL.TLF.0714.MA.ZS|Children in employment, male (% of male children ages 7-14)|Social Development|TRUE
SL.TLF.0714.SW.ZS|Children in employment, study and work (% of children in employment, ages 7-14)|Social Development|FALSE
SL.TLF.0714.SW.FE.ZS|Children in employment, study and work, female (% of female children in employment, ages 7-14)|Social Development|FALSE
SL.TLF.0714.SW.MA.ZS|Children in employment, study and work, male (% of male children in employment, ages 7-14)|Social Development|FALSE
SL.TLF.0714.ZS|Children in employment, total (% of children ages 7-14)|Social Development|TRUE
SL.TLF.0714.WK.ZS|Children in employment, work only (% of children in employment, ages 7-14)|Social Development|FALSE
SL.TLF.0714.WK.FE.ZS|Children in employment, work only, female (% of female children in employment, ages 7-14)|Social Development|FALSE
SL.TLF.0714.WK.MA.ZS|Children in employment, work only, male (% of male children in employment, ages 7-14)|Social Development|FALSE
SL.TLF.ACTI.1524.FE.ZS|Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)|Social Development|FALSE
SL.TLF.ACTI.1524.MA.ZS|Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)|Social Development|FALSE
SL.TLF.ACTI.1524.ZS|Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)|Social Development|FALSE
SL.TLF.CACT.FE.ZS|Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)|Social Development|TRUE
SL.TLF.ACTI.FE.ZS|Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)|Social Development|FALSE
SL.TLF.CACT.MA.ZS|Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)|Social Development|TRUE
SL.TLF.ACTI.MA.ZS|Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)|Social Development|FALSE
SL.TLF.ACTI.ZS|Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)|Social Development|FALSE
SP.DYN.LE00.FE.IN|Life expectancy at birth, female (years)|Social Development|TRUE
SP.DYN.LE00.MA.IN|Life expectancy at birth, male (years)|Social Development|TRUE
SE.ADT.1524.LT.FM.ZS|Literacy rate, youth (ages 15-24), gender parity index (GPI)|Social Development|FALSE
SH.HIV.1524.FE.ZS|Prevalence of HIV, female (% ages 15-24)|Social Development|TRUE
SH.HIV.1524.MA.ZS|Prevalence of HIV, male (% ages 15-24)|Social Development|TRUE
SG.GEN.PARL.ZS|Proportion of seats held by women in national parliaments (%)|Social Development|TRUE
SM.POP.REFG|Refugee population by country or territory of asylum|Social Development|TRUE
SM.POP.REFG.OR|Refugee population by country or territory of origin|Social Development|TRUE
SE.ENR.PRIM.FM.ZS|School enrollment, primary (gross), gender parity index (GPI)|Social Development|TRUE
SE.ENR.PRSC.FM.ZS|School enrollment, primary and secondary (gross), gender parity index (GPI)|Social Development|TRUE
SE.ENR.SECO.FM.ZS|School enrollment, secondary (gross), gender parity index (GPI)|Social Development|FALSE
SE.ENR.TERT.FM.ZS|School enrollment, tertiary (gross), gender parity index (GPI)|Social Development|FALSE
SL.UEM.TOTL.FE.ZS|Unemployment, female (% of female labor force) (modeled ILO estimate)|Social Development|TRUE
SL.UEM.TOTL.MA.ZS|Unemployment, male (% of male labor force) (modeled ILO estimate)|Social Development|TRUE
SL.EMP.VULN.FE.ZS|Vulnerable employment, female (% of female employment) (modeled ILO estimate)|Social Development|TRUE
SL.EMP.VULN.MA.ZS|Vulnerable employment, male (% of male employment) (modeled ILO estimate)|Social Development|TRUE
PER_SI_ALLSI.ADQ_POP_TOT|Adequacy of social insurance programs (% of total welfare of beneficiary households)|Social Protection & Labor|FALSE
PER_ALLSP.ADQ_POP_TOT|Adequacy of social protection and labor programs (% of total welfare of beneficiary households)|Social Protection & Labor|FALSE
PER_SA_ALLSA.ADQ_POP_TOT|Adequacy of social safety net programs (% of total welfare of beneficiary households)|Social Protection & Labor|FALSE
PER_LM_ALLLM.ADQ_POP_TOT|Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)|Social Protection & Labor|FALSE
SL.TLF.0714.SW.TM|Average working hours of children, study and work, ages 7-14 (hours per week)|Social Protection & Labor|FALSE
SL.TLF.0714.SW.FE.TM|Average working hours of children, study and work, female, ages 7-14 (hours per week)|Social Protection & Labor|FALSE
SL.TLF.0714.SW.MA.TM|Average working hours of children, study and work, male, ages 7-14 (hours per week)|Social Protection & Labor|FALSE
SL.TLF.0714.WK.TM|Average working hours of children, working only, ages 7-14 (hours per week)|Social Protection & Labor|FALSE
SL.TLF.0714.WK.FE.TM|Average working hours of children, working only, female, ages 7-14 (hours per week)|Social Protection & Labor|FALSE
SL.TLF.0714.WK.MA.TM|Average working hours of children, working only, male, ages 7-14 (hours per week)|Social Protection & Labor|FALSE
PER_SI_ALLSI.BEN_Q1_TOT|Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)|Social Protection & Labor|FALSE
PER_ALLSP.BEN_Q1_TOT|Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)|Social Protection & Labor|FALSE
PER_SA_ALLSA.BEN_Q1_TOT|Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)|Social Protection & Labor|FALSE
PER_LM_ALLLM.BEN_Q1_TOT|Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits)|Social Protection & Labor|FALSE
SL.AGR.0714.ZS|Child employment in agriculture (% of economically active children ages 7-14)|Social Protection & Labor|FALSE
SL.AGR.0714.FE.ZS|Child employment in agriculture, female (% of female economically active children ages 7-14)|Social Protection & Labor|FALSE
SL.AGR.0714.MA.ZS|Child employment in agriculture, male (% of male economically active children ages 7-14)|Social Protection & Labor|FALSE
SL.MNF.0714.ZS|Child employment in manufacturing (% of economically active children ages 7-14)|Social Protection & Labor|FALSE
SL.MNF.0714.FE.ZS|Child employment in manufacturing, female (% of female economically active children ages 7-14)|Social Protection & Labor|FALSE
SL.MNF.0714.MA.ZS|Child employment in manufacturing, male (% of male economically active children ages 7-14)|Social Protection & Labor|FALSE
SL.SRV.0714.ZS|Child employment in services (% of economically active children ages 7-14)|Social Protection & Labor|FALSE
SL.SRV.0714.FE.ZS|Child employment in services, female (% of female economically active children ages 7-14)|Social Protection & Labor|FALSE
SL.SRV.0714.MA.ZS|Child employment in services, male (% of male economically active children ages 7-14)|Social Protection & Labor|FALSE
SL.TLF.0714.FE.ZS|Children in employment, female (% of female children ages 7-14)|Social Protection & Labor|TRUE
SL.TLF.0714.MA.ZS|Children in employment, male (% of male children ages 7-14)|Social Protection & Labor|TRUE
SL.SLF.0714.ZS|Children in employment, self-employed (% of children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.SLF.0714.FE.ZS|Children in employment, self-employed, female (% of female children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.SLF.0714.MA.ZS|Children in employment, self-employed, male (% of male children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.TLF.0714.SW.ZS|Children in employment, study and work (% of children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.TLF.0714.SW.FE.ZS|Children in employment, study and work, female (% of female children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.TLF.0714.SW.MA.ZS|Children in employment, study and work, male (% of male children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.TLF.0714.ZS|Children in employment, total (% of children ages 7-14)|Social Protection & Labor|TRUE
SL.FAM.0714.ZS|Children in employment, unpaid family workers (% of children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.FAM.0714.FE.ZS|Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.FAM.0714.MA.ZS|Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.WAG.0714.ZS|Children in employment, wage workers (% of children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.WAG.0714.FE.ZS|Children in employment, wage workers, female (% of female children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.WAG.0714.MA.ZS|Children in employment, wage workers, male (% of male children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.TLF.0714.WK.ZS|Children in employment, work only (% of children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.TLF.0714.WK.FE.ZS|Children in employment, work only, female (% of female children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.TLF.0714.WK.MA.ZS|Children in employment, work only, male (% of male children in employment, ages 7-14)|Social Protection & Labor|FALSE
SL.FAM.WORK.FE.ZS|Contributing family workers, female (% of female employment) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.FAM.WORK.MA.ZS|Contributing family workers, male (% of male employment) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.FAM.WORK.ZS|Contributing family workers, total (% of total employment) (modeled ILO estimate)|Social Protection & Labor|FALSE
PER_SI_ALLSI.COV_POP_TOT|Coverage of social insurance programs (% of population)|Social Protection & Labor|FALSE
PER_SI_ALLSI.COV_Q2_TOT|Coverage of social insurance programs in 2nd quintile (% of population)|Social Protection & Labor|FALSE
PER_SI_ALLSI.COV_Q3_TOT|Coverage of social insurance programs in 3rd quintile (% of population)|Social Protection & Labor|FALSE
PER_SI_ALLSI.COV_Q4_TOT|Coverage of social insurance programs in 4th quintile (% of population)|Social Protection & Labor|FALSE
PER_SI_ALLSI.COV_Q1_TOT|Coverage of social insurance programs in poorest quintile (% of population)|Social Protection & Labor|FALSE
PER_SI_ALLSI.COV_Q5_TOT|Coverage of social insurance programs in richest quintile (% of population)|Social Protection & Labor|FALSE
PER_ALLSP.COV_POP_TOT|Coverage of social protection and labor programs (% of population)|Social Protection & Labor|FALSE
PER_SA_ALLSA.COV_POP_TOT|Coverage of social safety net programs (% of population)|Social Protection & Labor|FALSE
PER_SA_ALLSA.COV_Q2_TOT|Coverage of social safety net programs in 2nd quintile (% of population)|Social Protection & Labor|FALSE
PER_SA_ALLSA.COV_Q3_TOT|Coverage of social safety net programs in 3rd quintile (% of population)|Social Protection & Labor|FALSE
PER_SA_ALLSA.COV_Q4_TOT|Coverage of social safety net programs in 4th quintile (% of population)|Social Protection & Labor|FALSE
PER_SA_ALLSA.COV_Q1_TOT|Coverage of social safety net programs in poorest quintile (% of population)|Social Protection & Labor|FALSE
PER_SA_ALLSA.COV_Q5_TOT|Coverage of social safety net programs in richest quintile (% of population)|Social Protection & Labor|FALSE
PER_LM_ALLLM.COV_POP_TOT|Coverage of unemployment benefits and ALMP (% of population)|Social Protection & Labor|FALSE
PER_LM_ALLLM.COV_Q2_TOT|Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)|Social Protection & Labor|FALSE
PER_LM_ALLLM.COV_Q3_TOT|Coverage of unemployment benefits and ALMP in 3rd quintile (% of population)|Social Protection & Labor|FALSE
PER_LM_ALLLM.COV_Q4_TOT|Coverage of unemployment benefits and ALMP in 4th quintile (% of population)|Social Protection & Labor|FALSE
PER_LM_ALLLM.COV_Q1_TOT|Coverage of unemployment benefits and ALMP in poorest quintile (% of population)|Social Protection & Labor|FALSE
PER_LM_ALLLM.COV_Q5_TOT|Coverage of unemployment benefits and ALMP in richest quintile (% of population)|Social Protection & Labor|FALSE
SL.EMP.MPYR.FE.ZS|Employers, female (% of female employment) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.EMP.MPYR.MA.ZS|Employers, male (% of male employment) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.EMP.MPYR.ZS|Employers, total (% of total employment) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.AGR.EMPL.ZS|Employment in agriculture (% of total employment) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.AGR.EMPL.FE.ZS|Employment in agriculture, female (% of female employment) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.AGR.EMPL.MA.ZS|Employment in agriculture, male (% of male employment) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.IND.EMPL.ZS|Employment in industry (% of total employment) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.IND.EMPL.FE.ZS|Employment in industry, female (% of female employment) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.IND.EMPL.MA.ZS|Employment in industry, male (% of male employment) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.SRV.EMPL.ZS|Employment in services (% of total employment) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.SRV.EMPL.FE.ZS|Employment in services, female (% of female employment) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.SRV.EMPL.MA.ZS|Employment in services, male (% of male employment) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.EMP.TOTL.SP.FE.ZS|Employment to population ratio, 15+, female (%) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.EMP.TOTL.SP.FE.NE.ZS|Employment to population ratio, 15+, female (%) (national estimate)|Social Protection & Labor|FALSE
SL.EMP.TOTL.SP.MA.ZS|Employment to population ratio, 15+, male (%) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.EMP.TOTL.SP.MA.NE.ZS|Employment to population ratio, 15+, male (%) (national estimate)|Social Protection & Labor|FALSE
SL.EMP.TOTL.SP.ZS|Employment to population ratio, 15+, total (%) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.EMP.TOTL.SP.NE.ZS|Employment to population ratio, 15+, total (%) (national estimate)|Social Protection & Labor|FALSE
SL.EMP.1524.SP.FE.ZS|Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.EMP.1524.SP.FE.NE.ZS|Employment to population ratio, ages 15-24, female (%) (national estimate)|Social Protection & Labor|FALSE
SL.EMP.1524.SP.MA.ZS|Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.EMP.1524.SP.MA.NE.ZS|Employment to population ratio, ages 15-24, male (%) (national estimate)|Social Protection & Labor|FALSE
SL.EMP.1524.SP.ZS|Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.EMP.1524.SP.NE.ZS|Employment to population ratio, ages 15-24, total (%) (national estimate)|Social Protection & Labor|FALSE
SL.EMP.SMGT.FE.ZS|Female share of employment in senior and middle management (%)|Social Protection & Labor|FALSE
SL.GDP.PCAP.EM.KD|GDP per person employed (constant 2021 PPP $)|Social Protection & Labor|TRUE
SL.TLF.ACTI.1524.FE.ZS|Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.TLF.ACTI.1524.FE.NE.ZS|Labor force participation rate for ages 15-24, female (%) (national estimate)|Social Protection & Labor|FALSE
SL.TLF.ACTI.1524.MA.ZS|Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.TLF.ACTI.1524.MA.NE.ZS|Labor force participation rate for ages 15-24, male (%) (national estimate)|Social Protection & Labor|FALSE
SL.TLF.ACTI.1524.ZS|Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.TLF.ACTI.1524.NE.ZS|Labor force participation rate for ages 15-24, total (%) (national estimate)|Social Protection & Labor|FALSE
SL.TLF.CACT.FE.ZS|Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.TLF.CACT.FE.NE.ZS|Labor force participation rate, female (% of female population ages 15+) (national estimate)|Social Protection & Labor|FALSE
SL.TLF.ACTI.FE.ZS|Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.TLF.CACT.MA.ZS|Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)|Social Protection & Labor|TRUE
SL.TLF.CACT.MA.NE.ZS|Labor force participation rate, male (% of male population ages 15+) (national estimate)|Social Protection & Labor|FALSE
SL.TLF.ACTI.MA.ZS|Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.TLF.CACT.ZS|Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.TLF.CACT.NE.ZS|Labor force participation rate, total (% of total population ages 15+) (national estimate)|Social Protection & Labor|FALSE
SL.TLF.ACTI.ZS|Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.TLF.ADVN.ZS|Labor force with advanced education (% of total working-age population with advanced education)|Social Protection & Labor|FALSE
SL.TLF.ADVN.FE.ZS|Labor force with advanced education, female (% of female working-age population with advanced education)|Social Protection & Labor|FALSE
SL.TLF.ADVN.MA.ZS|Labor force with advanced education, male (% of male working-age population with advanced education)|Social Protection & Labor|FALSE
SL.TLF.BASC.ZS|Labor force with basic education (% of total working-age population with basic education)|Social Protection & Labor|FALSE
SL.TLF.BASC.FE.ZS|Labor force with basic education, female (% of female working-age population with basic education)|Social Protection & Labor|FALSE
SL.TLF.BASC.MA.ZS|Labor force with basic education, male (% of male working-age population with basic education)|Social Protection & Labor|FALSE
SL.TLF.INTM.ZS|Labor force with intermediate education (% of total working-age population with intermediate education)|Social Protection & Labor|FALSE
SL.TLF.INTM.FE.ZS|Labor force with intermediate education, female (% of female working-age population with intermediate education)|Social Protection & Labor|FALSE
SL.TLF.INTM.MA.ZS|Labor force with intermediate education, male (% of male working-age population with intermediate education)|Social Protection & Labor|FALSE
SL.TLF.TOTL.FE.ZS|Labor force, female (% of total labor force)|Social Protection & Labor|TRUE
SL.TLF.TOTL.IN|Labor force, total|Social Protection & Labor|TRUE
SL.TLF.PART.FE.ZS|Part time employment, female (% of total female employment)|Social Protection & Labor|FALSE
SL.TLF.PART.MA.ZS|Part time employment, male (% of total male employment)|Social Protection & Labor|FALSE
SL.TLF.PART.ZS|Part time employment, total (% of total employment)|Social Protection & Labor|FALSE
SL.TLF.CACT.FM.ZS|Ratio of female to male labor force participation rate (%) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.TLF.CACT.FM.NE.ZS|Ratio of female to male labor force participation rate (%) (national estimate)|Social Protection & Labor|FALSE
SL.EMP.SELF.FE.ZS|Self-employed, female (% of female employment) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.EMP.SELF.MA.ZS|Self-employed, male (% of male employment) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.EMP.SELF.ZS|Self-employed, total (% of total employment) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.UEM.NEET.FE.ZS|Share of youth not in education, employment or training, female (% of female youth population)|Social Protection & Labor|FALSE
SL.UEM.NEET.FE.ME.ZS|Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.UEM.NEET.MA.ZS|Share of youth not in education, employment or training, male (% of male youth population)|Social Protection & Labor|FALSE
SL.UEM.NEET.MA.ME.ZS|Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)|Social Protection & Labor|FALSE
SL.UEM.NEET.ZS|Share of youth not in education, employment or training, total (% of youth population)|Social Protection & Labor|FALSE
